n_agents,p_rewiring,uncertainty,n_experiments,rewiring_type,mean_degree,true_consensus,true_consensus_alternative_stop,choice_consensus,convergence_step,agent_type
253,0.7566925394735229,0.00945647437014326,670,randomize,4.346689400397841,0.855924978687127,0.855924978687127,0.855924978687127,72,bayes
349,0.12887833252499947,0.007271130746745929,143,randomize,4.346689400397841,0.4859335038363171,False,0.4859335038363171,200,bayes
415,0.5924385935010908,0.0039825898914585,976,randomize,4.346689400397841,0.7726626882637113,False,0.7726626882637113,200,bayes
99,0.10811327644115842,0.006115445381548156,703,randomize,4.346689400397841,0.4890593918726911,0.4890593918726911,0.4890593918726911,143,bayes
104,0.3528431491270939,0.0029246217963202524,14,randomize,4.343279340721796,0.45581131003125885,False,0.45439045183290705,200,bayes
41,0.9794221100494969,0.008779140192085136,711,randomize,4.346689400397841,0.9227053140096618,0.9227053140096618,0.9227053140096618,66,bayes
281,0.5549686526268112,0.006917893262326898,821,randomize,4.346689400397841,0.7908496732026143,0.7908496732026143,0.7908496732026143,87,bayes
439,0.9514230200742624,0.006242171058827667,749,randomize,4.346689400397841,0.9121909633418585,0.9121909633418585,0.9121909633418585,109,bayes
108,0.31367707249476595,0.002948572337363485,117,randomize,4.346689400397841,0.5137823245240125,False,0.5129298096050015,200,bayes
362,0.6469264008554496,0.0060907061828595925,211,randomize,4.346689400397841,0.7985223074737141,False,0.7985223074737141,200,bayes
112,0.34624708557387085,0.0019830741089215506,357,randomize,4.345552713839159,0.5308326229042342,False,0.5299801079852231,200,bayes
329,0.9031141419563117,0.0034386074713815802,217,randomize,4.346689400397841,0.8113100312588803,False,0.8098891730605285,200,bayes
427,0.548865257691739,0.007344110586557808,555,randomize,4.346689400397841,0.7612958226768969,0.7612958226768969,0.7612958226768969,162,bayes
21,0.9290015052647391,0.005798652766343788,317,randomize,4.346121057118499,0.9028132992327366,False,0.9028132992327366,200,bayes
318,0.6910557215421455,0.0027343179959608147,465,randomize,4.346121057118499,0.7817561807331628,False,0.7809036658141517,200,bayes
39,0.5977476414055831,0.007967951463906654,556,randomize,4.346689400397841,0.797669792554703,0.797669792554703,0.797669792554703,93,bayes
52,0.7556992237856116,0.009847522126397272,642,randomize,4.346121057118499,0.8729752770673487,0.8729752770673487,0.8729752770673487,69,bayes
393,0.31095143948450366,0.006148812118810939,504,randomize,4.345552713839159,0.6084114805342427,False,0.6084114805342427,200,bayes
217,0.564354591057502,0.004868444954907645,818,randomize,4.346121057118499,0.7718101733447001,False,0.7718101733447001,200,bayes
85,0.856940468396445,0.00650969359824972,847,randomize,4.346689400397841,0.9036658141517476,0.9036658141517476,0.9036658141517476,112,bayes
396,0.2196821123324244,0.006082370047927214,131,randomize,4.346689400397841,0.5166240409207161,False,0.5154873543620346,200,bayes
466,0.748509383128006,0.0016463228582404808,920,randomize,4.346689400397841,0.7766410912190963,False,0.776356919579426,200,bayes
197,0.6737258026354259,0.0041591345630756045,331,randomize,4.346121057118499,0.7888604717249219,False,0.7885763000852515,200,bayes
228,0.975154886319422,0.007456039025856117,648,randomize,4.346689400397841,0.9076442171071327,0.9076442171071327,0.9076442171071327,85,bayes
133,0.7085085626383866,0.009679482309149317,325,randomize,4.346121057118499,0.8431372549019608,0.8431372549019608,0.8431372549019608,121,bayes
74,0.31703596678102786,0.00573876899731939,102,randomize,4.346689400397841,0.556692242114237,False,0.5569764137539074,200,bayes
44,0.5999738240283966,0.004883097870132492,194,randomize,4.344984370559819,0.7561807331628303,False,0.7550440466041489,200,bayes
494,0.7644149580815536,0.003143271178216603,983,randomize,4.346689400397841,0.8448422847399829,False,0.8448422847399829,200,bayes
229,0.812267203833966,0.0052614021459588605,347,randomize,4.346121057118499,0.8624609263995453,False,0.8627450980392157,200,bayes
73,0.6210768856931431,0.0068319543194088434,615,randomize,4.346121057118499,0.8044899119067918,0.8044899119067918,0.8044899119067918,137,bayes
431,0.9209320661518683,0.0056471748916946465,330,randomize,4.346121057118499,0.8900255754475703,False,0.8897414038079,200,bayes
36,0.9077994776888346,0.009774007085623888,970,randomize,4.345552713839159,0.9036658141517476,0.9036658141517476,0.9036658141517476,40,bayes
253,0.030716063592513887,0.008962879172837949,274,randomize,4.346689400397841,0.4404660414890594,0.4404660414890594,0.4404660414890594,183,bayes
408,0.3057435534112235,0.007453943268617942,951,randomize,4.345552713839159,0.6246092639954532,0.6246092639954532,0.6246092639954532,91,bayes
415,0.5602567025471834,0.0021132266801070824,433,randomize,4.346689400397841,0.638533674339301,False,0.6379653310599602,200,bayes
138,0.8184323926874861,0.005468102874286603,274,randomize,4.346689400397841,0.8641659562375675,False,0.8638817845978971,200,bayes
327,0.43004329242694117,0.0028939924016109474,173,randomize,4.346689400397841,0.563796533105996,False,0.5655015629440182,200,bayes
367,0.2361656642257316,0.006675941434912407,854,randomize,4.345552713839159,0.5839727195225917,0.5839727195225917,0.5839727195225917,108,bayes
282,0.3538647458532117,0.007946993496593432,570,randomize,4.346121057118499,0.6416595623756749,0.6416595623756749,0.6416595623756749,98,bayes
199,0.6412871216727556,0.0021165384894188395,113,randomize,4.346121057118499,0.5618073316283035,False,0.5592497868712702,200,bayes
162,0.014278392717099742,0.009205904029980103,804,randomize,4.346689400397841,0.47286160841148056,0.47286160841148056,0.47286160841148056,77,bayes
470,0.5586372258982061,0.0045431575035805895,906,randomize,4.344984370559819,0.7820403523728332,False,0.7820403523728332,200,bayes
76,0.7256061790609345,0.0052307660743071745,27,randomize,4.346121057118499,0.5978971298664393,False,0.5970446149474282,200,bayes
333,0.25179368915733236,0.009180583971088105,287,randomize,4.346121057118499,0.5765842568911622,0.5765842568911622,0.5765842568911622,158,bayes
143,0.5699029634868296,0.005165064836779756,265,randomize,4.346689400397841,0.7396987780619494,False,0.7396987780619494,200,bayes
113,0.4651101319988973,0.004996543541606376,405,randomize,4.346121057118499,0.7067348678601876,False,0.7064506962205171,200,bayes
13,0.643980439328916,0.005515131753848278,373,randomize,4.345552713839159,0.8132992327365729,False,0.8132992327365729,200,bayes
412,0.05568562626105511,0.0051863363532927646,32,randomize,4.346121057118499,0.4205740267121341,False,0.4208581983518045,200,bayes
275,0.28857717905097147,0.009005195226426472,93,randomize,4.346689400397841,0.5834043762432509,False,0.5834043762432509,200,bayes
331,0.835463781833534,0.00543868159873791,676,randomize,4.346121057118499,0.8783745382210856,0.8783745382210856,0.8783745382210856,190,bayes
238,0.3146242572223644,0.00927333251043191,286,randomize,4.345552713839159,0.62205171923842,0.62205171923842,0.62205171923842,163,bayes
378,0.93266292583054,0.009477082937290257,811,randomize,4.346689400397841,0.9073600454674623,0.9073600454674623,0.9073600454674623,50,bayes
462,0.16380766977314642,0.0022843286717981483,583,randomize,4.346689400397841,0.46916737709576584,False,0.46888320545609546,200,bayes
52,0.261985743078336,0.008704837591703547,653,randomize,4.346689400397841,0.6061381074168798,0.6061381074168798,0.6061381074168798,85,bayes
282,0.84657866056097,0.004962278992804516,108,randomize,4.346689400397841,0.782608695652174,False,0.780335322534811,200,bayes
364,0.8953421817867335,0.0024960049143352044,282,randomize,4.346121057118499,0.7638533674339301,False,0.7632850241545893,200,bayes
20,0.23754109020651526,0.0037434593973479425,180,randomize,4.346121057118499,0.5191815856777494,False,0.5191815856777494,200,bayes
46,0.1908306621364143,0.002930712359765551,795,randomize,4.346689400397841,0.5098039215686274,False,0.5098039215686274,200,bayes
417,0.8844257371171026,0.009785432286320134,837,randomize,4.346121057118499,0.9011082693947144,0.9011082693947144,0.9011082693947144,45,bayes
388,0.8601358777903811,0.00785535891517289,884,randomize,4.346121057118499,0.8854788292128446,0.8854788292128446,0.8854788292128446,70,bayes
397,0.6520649368579197,0.0029225980230464348,31,randomize,4.344416027280477,0.5001420858198352,False,0.5021312872975278,200,bayes
321,0.11414151543601392,0.0019598608363981104,831,randomize,4.346689400397841,0.43279340721795967,False,0.43307757885763,200,bayes
463,0.08599465717271582,0.004958241304237109,16,randomize,4.346121057118499,0.42597328786587096,False,0.42739414606422277,200,bayes
321,0.3874791853519576,0.005175747186559035,968,randomize,4.344984370559819,0.6774651889741404,0.6774651889741404,0.6774651889741404,146,bayes
251,0.09724778246335941,0.005493553180252557,594,randomize,4.346689400397841,0.4731457800511509,0.4731457800511509,0.4731457800511509,198,bayes
482,0.07692677204998122,0.006335297537038706,923,randomize,4.346689400397841,0.4629156010230179,0.4629156010230179,0.4629156010230179,113,bayes
486,0.37023108559899365,0.0025439651743018573,25,randomize,4.346689400397841,0.4759874964478545,False,0.47570332480818417,200,bayes
277,0.36445791502543656,0.005159829482992444,680,randomize,4.345552713839159,0.6587098607558965,False,0.6587098607558965,200,bayes
116,0.41806138958152705,0.002680393993308477,926,randomize,4.346689400397841,0.663824950269963,False,0.6632566069906224,200,bayes
339,0.2417971753346465,0.0053149457609928535,651,randomize,4.346121057118499,0.5728900255754475,False,0.5728900255754475,200,bayes
67,0.5439270231211412,0.0024242696271851104,204,randomize,4.346121057118499,0.6038647342995169,False,0.6038647342995169,200,bayes
358,0.5926396359078211,0.009936194608691135,736,randomize,4.346121057118499,0.8025007104290992,0.8025007104290992,0.8025007104290992,56,bayes
25,0.9008983665615949,0.006776364353215798,717,randomize,4.346689400397841,0.899971582836033,0.899971582836033,0.899971582836033,110,bayes
105,0.7334093575339258,0.004669437879299422,51,randomize,4.346689400397841,0.6697925547030407,False,0.6697925547030407,200,bayes
52,0.898952860228507,0.008433785650784405,802,randomize,4.346689400397841,0.8894572321682296,0.8894572321682296,0.8894572321682296,69,bayes
427,0.8685339121420099,0.009347310012048419,210,randomize,4.346121057118499,0.8920147769252629,False,0.8920147769252629,200,bayes
262,0.6804328715037965,0.0061288906106664555,972,randomize,4.346121057118499,0.8323387325944871,0.8323387325944871,0.8323387325944871,119,bayes
241,0.15358460626929393,0.0014259252259369198,538,randomize,4.346689400397841,0.4498437055981813,False,0.450412048877522,200,bayes
495,0.45742069361586934,0.0036851284076025574,282,randomize,4.345552713839159,0.6632566069906224,False,0.663824950269963,200,bayes
271,0.5407279494748808,0.0050481139534164846,754,randomize,4.346121057118499,0.7686842853083262,0.7686842853083262,0.7686842853083262,195,bayes
303,0.29922636714070117,0.0019092274008997035,348,randomize,4.346121057118499,0.5115089514066496,False,0.51179312304632,200,bayes
273,0.46158972364384,0.008175448308375566,397,randomize,4.345552713839159,0.7155441886899687,False,0.7155441886899687,200,bayes
463,0.06085599126767649,0.004896464754240538,198,randomize,4.346121057118499,0.4205740267121341,False,0.4208581983518045,200,bayes
379,0.7396115540828375,0.007792455487374893,393,randomize,4.346689400397841,0.8385905086672351,0.8385905086672351,0.8385905086672351,170,bayes
110,0.014509469110577822,0.0036122930050278943,113,randomize,4.346689400397841,0.40011366865586817,False,0.4003978402955385,200,bayes
369,0.019869201847046436,0.00738723835025143,869,randomize,4.346689400397841,0.4444444444444444,0.4444444444444444,0.4444444444444444,95,bayes
20,0.19618231173012057,0.002228804767629517,385,randomize,4.344416027280477,0.4828076157999432,False,0.4813867576015914,200,bayes
300,0.6234209690124229,0.0013140537182217166,928,randomize,4.346121057118499,0.6481955100880932,False,0.6490480250071043,200,bayes
184,0.9287753629514811,0.004316318966467832,183,randomize,4.346689400397841,0.8459789712986644,False,0.8437055981813015,200,bayes
168,0.604764843983853,0.005981127543652314,593,randomize,4.346121057118499,0.7922705314009661,False,0.7922705314009661,200,bayes
500,0.3695125305124719,0.006450231702220105,944,randomize,4.346121057118499,0.6749076442171071,0.6749076442171071,0.6749076442171071,132,bayes
40,0.1452175393100673,0.0035568141260888734,976,randomize,4.346689400397841,0.48962773515203184,False,0.48962773515203184,200,bayes
319,0.6147491338724486,0.0072936012655066,877,randomize,4.345552713839159,0.8124467178175618,0.8124467178175618,0.8124467178175618,107,bayes
151,0.8390710205026028,0.0022718057585396946,355,randomize,4.346121057118499,0.7513498152884343,False,0.7485080988917306,200,bayes
237,0.608025743939947,0.004814025130154316,859,randomize,4.346689400397841,0.8005115089514067,False,0.8005115089514067,200,bayes
453,0.014260736109608763,0.0022476978018975426,450,randomize,4.346689400397841,0.39926115373685706,False,0.39869281045751637,200,bayes
31,0.5960642404055596,0.0044532404753066974,693,randomize,4.346689400397841,0.7806194941744814,False,0.7806194941744814,200,bayes
271,0.8793799985200027,0.003582870819978574,505,randomize,4.346689400397841,0.8877522023302075,False,0.887468030690537,200,bayes
445,0.8351409967653958,0.008252746516607923,460,randomize,4.346689400397841,0.8908780903665814,0.8908780903665814,0.8908780903665814,126,bayes
411,0.32511819010545906,0.002624739795036929,32,randomize,4.346121057118499,0.4595055413469736,False,0.460642227905655,200,bayes
15,0.37897668057801437,0.004980786385590119,960,randomize,4.346121057118499,0.6697925547030407,False,0.6697925547030407,200,bayes
341,0.43651283860315926,0.0016999687556158937,180,randomize,4.345552713839159,0.5183290707587382,False,0.5206024438761012,200,bayes
108,0.5787481909491804,0.006245125772229899,534,randomize,4.346689400397841,0.7774936061381074,False,0.7774936061381074,200,bayes
11,0.1723416919877252,0.003932268167733268,645,randomize,4.346689400397841,0.49815288434214267,False,0.49815288434214267,200,bayes
26,0.28565612397257767,0.002132565534817163,798,randomize,4.346121057118499,0.5555555555555556,False,0.5555555555555556,200,bayes
114,0.9683138205769852,0.009353873560781548,682,randomize,4.346689400397841,0.9156010230179028,0.9156010230179028,0.9156010230179028,70,bayes
373,0.07412162567166503,0.0033579656823551404,349,randomize,4.346689400397841,0.4370559818130151,False,0.4367718101733447,200,bayes
272,0.49936891172545994,0.004955399239795442,988,randomize,4.346689400397841,0.7411196362603012,0.7411196362603012,0.7411196362603012,174,bayes
176,0.7914049827610008,0.004646825472270733,691,randomize,4.346689400397841,0.8610400682011935,False,0.8610400682011935,200,bayes
377,0.2974713627916842,0.0075873442745724405,204,randomize,4.346689400397841,0.597612958226769,False,0.597612958226769,200,bayes
449,0.7980453351432101,0.0012319423453042945,611,randomize,4.346121057118499,0.6359761295822677,False,0.6371128161409492,200,bayes
78,0.03249439390580433,0.009849888505315475,731,randomize,4.346689400397841,0.473998294970162,0.473998294970162,0.473998294970162,63,bayes
169,0.1606076308728417,0.005006320141433778,669,randomize,4.346689400397841,0.5115089514066496,False,0.5115089514066496,200,bayes
292,0.09194412739604829,0.006682324978541075,59,randomize,4.346689400397841,0.4344984370559818,False,0.4342142654163115,200,bayes
324,0.5254561450100913,0.006865975266449213,986,randomize,4.346689400397841,0.7649900539926116,0.7649900539926116,0.7649900539926116,110,bayes
57,0.5351078325276019,0.0032721447032093673,217,randomize,4.346121057118499,0.6552998010798522,False,0.6541631145211708,200,bayes
202,0.13836545131121303,0.007354775132041183,496,randomize,4.346689400397841,0.5058255186132424,0.5058255186132424,0.5058255186132424,128,bayes
150,0.5009424059753028,0.0015701690274088956,602,randomize,4.346121057118499,0.5950554134697357,False,0.594487070190395,200,bayes
470,0.6055082246533969,0.009793540616644697,949,randomize,4.346121057118499,0.8081841432225064,0.8081841432225064,0.8081841432225064,43,bayes
141,0.4639611563380718,0.004020643996105813,488,randomize,4.346689400397841,0.6945154873543621,False,0.6945154873543621,200,bayes
156,0.5863965169322067,0.006308972514579087,437,randomize,4.344984370559819,0.7874396135265701,False,0.7874396135265701,200,bayes
112,0.041523817384807704,0.009809927952429694,779,randomize,4.346689400397841,0.47058823529411764,0.47058823529411764,0.47058823529411764,57,bayes
171,0.7221143487505477,0.004805450990313255,633,randomize,4.346689400397841,0.8516624040920716,False,0.8519465757317419,200,bayes
388,0.25520640648923176,0.008356102980831167,869,randomize,4.346121057118499,0.6140949133276499,0.6140949133276499,0.6140949133276499,74,bayes
294,0.4806051607533829,0.008030542191374074,481,randomize,4.346689400397841,0.7411196362603012,0.7411196362603012,0.7411196362603012,116,bayes
243,0.7460075633481702,0.009059514332244941,122,randomize,4.345552713839159,0.8576300085251491,False,0.8576300085251491,200,bayes
16,0.23584098561038735,0.009701205588017698,881,randomize,4.345552713839159,0.6024438761011651,0.6024438761011651,0.6024438761011651,49,bayes
25,0.7633669834953527,0.0033135377033939304,264,randomize,4.346121057118499,0.7948280761579994,False,0.797669792554703,200,bayes
197,0.5308176952950032,0.006519616262903528,253,randomize,4.346121057118499,0.7433930093776641,False,0.7433930093776641,200,bayes
256,0.8271264220242215,0.005226975175232333,57,randomize,4.346121057118499,0.7232168229610685,False,0.7229326513213982,200,bayes
242,0.48081970559331555,0.005322787681023246,508,randomize,4.344984370559819,0.7138391588519466,False,0.7138391588519466,200,bayes
339,0.6460754249554755,0.008898077570440269,329,randomize,4.346689400397841,0.8161409491332765,0.8161409491332765,0.8161409491332765,168,bayes
312,0.42903946236622403,0.009270370775653045,32,randomize,4.346689400397841,0.6160841148053424,False,0.6172208013640239,200,bayes
428,0.42304745531536825,0.00217816004640199,333,randomize,4.344984370559819,0.5763000852514919,False,0.5748792270531401,200,bayes
71,0.4946264517456933,0.00960867544373245,839,randomize,4.345552713839159,0.7655583972719523,0.7655583972719523,0.7655583972719523,51,bayes
380,0.556011487972909,0.004709053270580928,867,randomize,4.346121057118499,0.7743677181017334,0.7743677181017334,0.7743677181017334,185,bayes
391,0.37479659427496403,0.002960301039892793,445,randomize,4.346121057118499,0.6052855924978687,False,0.6044330775788577,200,bayes
496,0.25776589478330836,0.006483940116036353,600,randomize,4.346689400397841,0.5734583688547883,0.5734583688547883,0.5734583688547883,189,bayes
160,0.32578135609286085,0.0046266434369105535,154,randomize,4.346689400397841,0.5763000852514919,False,0.5754475703324808,200,bayes
113,0.4119188370911313,0.004438082184664417,290,randomize,4.345552713839159,0.6541631145211708,False,0.6547314578005116,200,bayes
299,0.8227927315810869,0.0029559492849874983,345,randomize,4.346121057118499,0.7965331059960216,False,0.7962489343563512,200,bayes
360,0.09731312483745791,0.0044668350055578464,246,randomize,4.346121057118499,0.4651889741403808,False,0.46547314578005117,200,bayes
53,0.6368233396067233,0.00810684961253837,598,randomize,4.346121057118499,0.8275078147200909,0.8275078147200909,0.8275078147200909,103,bayes
91,0.9981890135395325,0.0052644855919862996,716,randomize,4.346689400397841,0.9127593066211992,0.9127593066211992,0.9127593066211992,175,bayes
250,0.9118829985702889,0.00627440388012364,774,randomize,4.346121057118499,0.9067917021881217,0.9067917021881217,0.9067917021881217,147,bayes
214,0.6612302368816818,0.007387380158513293,893,randomize,4.345552713839159,0.8306337027564649,0.8306337027564649,0.8306337027564649,90,bayes
325,0.7682677686421578,0.0012836517816805838,663,randomize,4.345552713839159,0.6319977266268826,False,0.6308610400682012,200,bayes
312,0.7699974869889306,0.006633044702399604,886,randomize,4.346121057118499,0.8709860755896561,0.8709860755896561,0.8709860755896561,96,bayes
225,0.40888396973155683,0.006886965750134037,410,randomize,4.345552713839159,0.6871270247229326,0.6871270247229326,0.6871270247229326,175,bayes
305,0.15323140343018649,0.009366799419576043,839,randomize,4.345552713839159,0.5618073316283035,0.5618073316283035,0.5618073316283035,67,bayes
15,0.34851949024208206,0.004305860351889916,503,randomize,4.346121057118499,0.626030122193805,False,0.626030122193805,200,bayes
99,0.6578560630899398,0.007970151437749963,817,randomize,4.346689400397841,0.8420005683432793,0.8420005683432793,0.8420005683432793,84,bayes
486,0.10213163677949932,0.005803605598052551,740,randomize,4.346689400397841,0.4856493321966468,0.4856493321966468,0.4856493321966468,143,bayes
131,0.9818595361589546,0.009448558369400162,30,randomize,4.346689400397841,0.8394430235862461,False,0.8388746803069054,200,bayes
201,0.5532533353981827,0.009946417201999947,738,randomize,4.344416027280477,0.7928388746803069,0.7928388746803069,0.7928388746803069,71,bayes
33,0.8090661751871939,0.006741629309396574,703,randomize,4.346121057118499,0.8812162546177892,0.8812162546177892,0.8812162546177892,128,bayes
239,0.26366182305650554,0.009460026871595958,351,randomize,4.346121057118499,0.6035805626598465,0.6035805626598465,0.6035805626598465,135,bayes
51,0.9102072378085225,0.0038199318071754263,751,randomize,4.346689400397841,0.8965615231599886,False,0.8965615231599886,200,bayes
472,0.8314780464516679,0.0052013225483140205,669,randomize,4.346689400397841,0.8772378516624041,False,0.8772378516624041,200,bayes
414,0.23973883070659163,0.0033102405402380456,588,randomize,4.346689400397841,0.5632281898266553,False,0.5632281898266553,200,bayes
268,0.3213540194698704,0.008556412021503222,114,randomize,4.345552713839159,0.611821540210287,False,0.611821540210287,200,bayes
19,0.43145352426622263,0.005839670173062953,968,randomize,4.346121057118499,0.7016197783461211,0.7016197783461211,0.7016197783461211,132,bayes
454,0.8291060384835822,0.005760610152556131,538,randomize,4.346121057118499,0.8851946575731742,False,0.8851946575731742,200,bayes
478,0.9599253170739733,0.00789285744776868,886,randomize,4.346689400397841,0.9119067917021881,0.9119067917021881,0.9119067917021881,69,bayes
404,0.12652237481333173,0.005946757720688256,414,randomize,4.346121057118499,0.49843705598181304,False,0.49843705598181304,200,bayes
397,0.2716928623157957,0.0059465545313634694,18,randomize,4.346689400397841,0.4862176754759875,False,0.4853651605569764,200,bayes
436,0.2926301535358663,0.008523951302314235,478,randomize,4.346689400397841,0.6123898834896278,0.6123898834896278,0.6123898834896278,119,bayes
288,0.19056793760133195,0.0015660681553277176,652,randomize,4.345552713839159,0.47200909349246944,False,0.4722932651321398,200,bayes
476,0.867083919487313,0.0016677691579384478,223,randomize,4.346689400397841,0.6115373685706167,False,0.6092639954532537,200,bayes
454,0.2944984227026718,0.004995761224525572,164,randomize,4.346689400397841,0.5589656152315999,False,0.5592497868712702,200,bayes
163,0.9558019741844005,0.001692689197716572,885,randomize,4.346689400397841,0.8300653594771242,False,0.8289286729184427,200,bayes
21,0.11639187222850367,0.004974647318628753,401,randomize,4.346689400397841,0.4711565785734584,False,0.4711565785734584,200,bayes
16,0.9573102301250559,0.007946924209640856,312,randomize,4.346689400397841,0.9161693662972435,0.9161693662972435,0.9161693662972435,199,bayes
270,0.31016601853048364,0.0073259017244859,871,randomize,4.346121057118499,0.6439329354930378,0.6439329354930378,0.6439329354930378,84,bayes
146,0.8265020759039449,0.005204590563902828,19,randomize,4.346689400397841,0.5927820403523728,False,0.5927820403523728,200,bayes
186,0.2950024950311484,0.003108648618134916,112,randomize,4.345552713839159,0.5132139812446718,False,0.5143506678033533,200,bayes
240,0.9932510308173889,0.006666920434524281,255,randomize,4.346689400397841,0.9130434782608695,False,0.9130434782608695,200,bayes
32,0.7217129645483119,0.008229526723499926,520,randomize,4.346689400397841,0.8658709860755897,0.8658709860755897,0.8658709860755897,113,bayes
409,0.0605659075690268,0.007096046961991861,400,randomize,4.346121057118499,0.45694799658994034,0.45694799658994034,0.45694799658994034,184,bayes
353,0.16319968115810757,0.0024910170194572256,74,randomize,4.346689400397841,0.443307757885763,False,0.44359192952543336,200,bayes
299,0.1785442441173758,0.0034172749527493006,120,randomize,4.345552713839159,0.453537936913896,False,0.45296959363455525,200,bayes
344,0.3326244329543768,0.002174585859665746,175,randomize,4.346689400397841,0.4884910485933504,False,0.4876385336743393,200,bayes
423,0.0043467144789544054,0.003002661076523504,832,randomize,4.346689400397841,0.39329354930377947,False,0.39329354930377947,200,bayes
192,0.5636549951522509,0.008142377574056208,487,randomize,4.346121057118499,0.7698209718670077,0.7698209718670077,0.7698209718670077,117,bayes
126,0.2632207711817901,0.002642221141129668,75,randomize,4.346689400397841,0.4825234441602728,False,0.4830917874396135,200,bayes
346,0.3517352155526299,0.008231904070747975,326,randomize,4.346121057118499,0.6507530548451265,0.6507530548451265,0.6507530548451265,178,bayes
289,0.8883825711840165,0.0029090308482590827,825,randomize,4.346689400397841,0.8942881500426257,False,0.8942881500426257,200,bayes
181,0.45813864797367443,0.0018117329674595492,158,randomize,4.346121057118499,0.5024154589371981,False,0.5029838022165388,200,bayes
342,0.896424380536938,0.0035969016189103167,919,randomize,4.346689400397841,0.8945723216822961,False,0.8945723216822961,200,bayes
12,0.5953115264239831,0.009235183166591748,681,randomize,4.346121057118499,0.7880079568059107,0.7880079568059107,0.7880079568059107,75,bayes
404,0.9799777835955656,0.006390901660113441,385,randomize,4.346689400397841,0.9067917021881217,False,0.9067917021881217,200,bayes
406,0.46543794325110965,0.002908037300241103,103,randomize,4.345552713839159,0.5478829212844558,False,0.5461778914464337,200,bayes
149,0.6647365410837407,0.005149983112857794,149,randomize,4.345552713839159,0.7718101733447001,False,0.7706734867860188,200,bayes
408,0.4163892105225715,0.002055084280275152,741,randomize,4.346689400397841,0.6050014208581983,False,0.6032963910201762,200,bayes
